City,School,Address,Type,Start,End,Grade,Count
札幌市立,宮の森小学校,札幌市中央区宮の森4条6丁目1,学級閉鎖,2014/12/23,2014/12/25,２年,35
札幌市立,大谷地小学校,札幌市白石区本通18丁目南1-1,学級閉鎖,2014/12/23,2014/12/25,４年,35
札幌市立,西白石小学校,札幌市白石区中央3条5丁目2番22号,学年閉鎖,2014/12/23,2014/12/25,３年,28
札幌市立,もみじの森小学校,札幌市厚別区もみじ台西3丁目4-1,学級閉鎖,2014/12/23,2014/12/25,２年,26
札幌市立,もみじの森小学校,札幌市厚別区もみじ台西3丁目4-1,学級閉鎖,2014/12/23,2014/12/25,２年,25
札幌市立,豊平小学校,札幌市豊平区豊平5条7丁目1-2,学級閉鎖,2014/12/23,2014/12/25,３年,36
札幌市立,豊平小学校,札幌市豊平区豊平5条7丁目1-2,学年閉鎖,2014/12/23,2014/12/25,４年,53
札幌市立,平岡公園小学校,札幌市清田区平岡公園東5丁目9-1,学年閉鎖,2014/12/25,2014/12/25,１年,95
札幌市立,藤野南小学校,札幌市南区藤野4条6丁目,学級閉鎖,2014/12/25,2014/12/25,６年,37
札幌市立,西野第二小学校,札幌市西区西野8条7丁目,学級閉鎖,2014/12/23,2014/12/25,５年,38
札幌市立,西宮の沢小学校,札幌市手稲区西宮の沢2条4丁目,学年閉鎖,2014/12/23,2014/12/25,４年,79
札幌市立,東白石中学校,札幌市白石区南郷通15丁目北4番1号,学級閉鎖,2014/12/25,2014/12/25,２年,36
札幌市立,月寒中学校,札幌市豊平区月寒東2条2丁目4-54,学級閉鎖,2014/12/23,2014/12/25,２年,36
札幌市立,常盤中学校,札幌市南区常盤2条2丁目,学級閉鎖,2014/12/25,2014/12/25,１年,31
札幌市立,稲陵中学校,札幌市手稲区曙7条2丁目6-50,学級閉鎖,2014/12/23,2014/12/25,１年,33
札幌市立,稲陵中学校,札幌市手稲区曙7条2丁目6-50,学級閉鎖,2014/12/23,2014/12/25,２年,36
札幌市立,稲陵中学校,札幌市手稲区曙7条2丁目6-50,学級閉鎖,2014/12/23,2014/12/25,２年,36
札幌市立,稲陵中学校,札幌市手稲区曙7条2丁目6-50,学級閉鎖,2014/12/25,2014/12/25,１年,33
札幌市立,星置中学校,札幌市手稲区星置３条５丁目１３番１号,学級閉鎖,2014/12/25,2014/12/25,１年,32
