City,School,Address,Type,Start,End,Grade,Count
札幌市立,豊園小学校,札幌市豊平区美園一条,学級閉鎖,2015/02/24,2015/02/27,２年,30
札幌市立,新川小学校,札幌市北区新川5条15丁目,学級閉鎖,2015/02/25,2015/02/27,１年,32
札幌市立,しらかば台小学校,札幌市豊平区月寒東4条18丁目10番43号,学級閉鎖,2015/02/25,2015/03/01,１年,35
札幌市立,南小学校,札幌市南区南31条西9丁目,学年閉鎖,2015/02/25,2015/03/01,１年,36
札幌市立,石山南小学校,札幌市南区石山2条8丁目８－１,学年閉鎖,2015/02/25,2015/02/27,２年,34
札幌市立,八軒西小学校,札幌市西区八軒3条西,学年閉鎖,2015/02/25,2015/02/27,６年,65
札幌市立,石山南小学校,札幌市南区石山2条8丁目８－１,学年閉鎖,2015/02/26,2015/02/28,５年,36
札幌市立,八軒西小学校,札幌市西区八軒3条西,学年閉鎖,2015/02/26,2015/02/28,３年,64
札幌市立,西園小学校,札幌市西区西野一条七丁目４－１,学年閉鎖,2015/02/26,2015/03/01,４年,80
札幌市立,西園小学校,札幌市西区西野一条七丁目４－１,学級閉鎖,2015/02/26,2015/03/01,５年,31
札幌市立,新琴似北小学校,札幌市北区新琴似11条6丁目,学級閉鎖,2015/02/27,2015/03/02,４年,35
札幌市立,藻岩南小学校,札幌市南区川沿18条2丁目１－１５,学年閉鎖,2015/02/27,2015/03/02,５年,33
札幌市立,西園小学校,札幌市西区西野一条七丁目４－１,学級閉鎖,2015/02/27,2015/03/02,３年,29
札幌市立,福井野中学校,札幌市西区福井6丁目,学級閉鎖,2015/02/27,2015/03/01,２年,40
