City,School,Address,Type,Start,End,Grade,Count
札幌市立,山鼻小学校,札幌市中央区南14条西10丁目1,学級閉鎖,2014/12/16,2014/12/18,,5
札幌市立,幌西小学校,札幌市中央区南10条西17丁目,学級閉鎖,2014/12/16,2014/12/18,,2
札幌市立,幌南小学校,札幌市中央区南21条西5丁目,学級閉鎖,2014/12/16,2014/12/19,,5
札幌市立,円山小学校,札幌市中央区北1条西25丁目,学級閉鎖,2014/12/17,2014/12/21,,4
札幌市立,二条小学校,札幌市中央区南2条西15丁目,学級閉鎖,2014/12/16,2014/12/20,,1
札幌市立,二条小学校,札幌市中央区南2条西15丁目,学級閉鎖,2014/12/16,2014/12/20,,2
札幌市立,二条小学校,札幌市中央区南2条西15丁目,学級閉鎖,2014/12/16,2014/12/20,,3
札幌市立,日新小学校,札幌市中央区北8条西25丁目,学年閉鎖,2014/12/16,2014/12/18,,5
札幌市立,日新小学校,札幌市中央区北8条西25丁目,学級閉鎖,2014/12/16,2014/12/18,,6
札幌市立,緑丘小学校,札幌市中央区南10条西22丁目,学級閉鎖,2014/12/16,2014/12/18,,1
札幌市立,緑丘小学校,札幌市中央区南10条西22丁目,学級閉鎖,2014/12/16,2014/12/18,,2
札幌市立,緑丘小学校,札幌市中央区南10条西22丁目,学級閉鎖,2014/12/16,2014/12/18,,6
札幌市立,宮の森小学校,札幌市中央区宮の森4条6丁目1,学級閉鎖,2014/12/13,2014/12/17,,2
札幌市立,宮の森小学校,札幌市中央区宮の森4条6丁目1,学級閉鎖,2014/12/13,2014/12/17,,5
札幌市立,宮の森小学校,札幌市中央区宮の森4条6丁目1,学級閉鎖,2014/12/16,2014/12/19,,4
札幌市立,宮の森小学校,札幌市中央区宮の森4条6丁目1,学級閉鎖,2014/12/16,2014/12/19,,6
札幌市立,宮の森小学校,札幌市中央区宮の森4条6丁目1,学級閉鎖,2014/12/16,2014/12/19,,6
札幌市立,伏見小学校,札幌市中央区南18条西15丁目1-1,学級閉鎖,2014/12/16,2014/12/20,,1
札幌市立,伏見小学校,札幌市中央区南18条西15丁目1-1,学級閉鎖,2014/12/16,2014/12/20,,1
札幌市立,伏見小学校,札幌市中央区南18条西15丁目1-1,学級閉鎖,2014/12/17,2014/12/21,,1
札幌市立,山鼻南小学校,札幌市中央区南29条西12丁目1番1号,学年閉鎖,2014/12/16,2014/12/18,,5
札幌市立,山鼻南小学校,札幌市中央区南29条西12丁目1番1号,学年閉鎖,2014/12/17,2014/12/19,,1
札幌市立,白楊小学校,札幌市北区北二十四条西7丁目,学級閉鎖,2014/12/16,2014/12/18,,6
札幌市立,新陽小学校,札幌市北区北27条西14丁目,学級閉鎖,2014/12/16,2014/12/19,,3
札幌市立,北陽小学校,札幌市北区北31条西9丁目2-1,学級閉鎖,2014/12/16,2014/12/18,,6
札幌市立,北陽小学校,札幌市北区北31条西9丁目2-1,学級閉鎖,2014/12/17,2014/12/21,,4
札幌市立,あいの里西小学校,札幌市北区あいの里二条三丁目9番1号,学級閉鎖,2014/12/16,2014/12/18,,5
札幌市立,百合が原小学校,札幌市北区百合が原6丁目,学級閉鎖,2014/12/16,2014/12/19,,1
札幌市立,百合が原小学校,札幌市北区百合が原6丁目,学級閉鎖,2014/12/16,2014/12/19,,2
札幌市立,百合が原小学校,札幌市北区百合が原6丁目,学年閉鎖,2014/12/16,2014/12/19,,6
札幌市立,丘珠小学校,札幌市東区丘珠町593番地3,学級閉鎖,2014/12/16,2014/12/18,,6
札幌市立,明園小学校,札幌市東区北19条東14丁目1-1,学級閉鎖,2014/12/16,2014/12/18,,2
札幌市立,本町小学校,札幌市東区本町2条7丁目1-30,学級閉鎖,2014/12/16,2014/12/18,,6
札幌市立,本町小学校,札幌市東区本町2条7丁目1-30,学級閉鎖,2014/12/17,2014/12/19,,3
札幌市立,札苗北小学校,札幌市東区東苗穂9条3丁目2-3,学級閉鎖,2014/12/16,2014/12/18,,2
札幌市立,札苗北小学校,札幌市東区東苗穂9条3丁目2-3,学級閉鎖,2014/12/16,2014/12/18,,2
札幌市立,札苗北小学校,札幌市東区東苗穂9条3丁目2-3,学級閉鎖,2014/12/16,2014/12/18,,3
札幌市立,東光小学校,札幌市東区本町2条1丁目,学級閉鎖,2014/12/17,2014/12/19,,3
札幌市立,栄南小学校,札幌市東区北37条東20丁目,学級閉鎖,2014/12/17,2014/12/19,,2
札幌市立,栄南小学校,札幌市東区北37条東20丁目,学級閉鎖,2014/12/17,2014/12/19,,4
札幌市立,伏古小学校,札幌市東区伏古8条,学級閉鎖,2014/12/16,2014/12/18,,2
札幌市立,伏古小学校,札幌市東区伏古8条,学級閉鎖,2014/12/16,2014/12/18,,6
札幌市立,伏古小学校,札幌市東区伏古8条,学級閉鎖,2014/12/17,2014/12/19,,6
札幌市立,開成小学校,札幌市東区北21条東21丁目,学級閉鎖,2014/12/17,2014/12/21,,5
札幌市立,伏古北小学校,札幌市東区伏古11条1丁目2-10,学級閉鎖,2014/12/17,2014/12/21,,1
札幌市立,伏古北小学校,札幌市東区伏古11条1丁目2-10,学級閉鎖,2014/12/17,2014/12/21,,1
札幌市立,白石小学校,札幌市白石区本通1丁目北4番1号,学級閉鎖,2014/12/16,2014/12/20,,2
札幌市立,白石小学校,札幌市白石区本通1丁目北4番1号,学級閉鎖,2014/12/16,2014/12/20,,6
札幌市立,大谷地小学校,札幌市白石区本通18丁目南1-1,学級閉鎖,2014/12/16,2014/12/18,,2
札幌市立,大谷地小学校,札幌市白石区本通18丁目南1-1,学級閉鎖,2014/12/16,2014/12/18,,3
札幌市立,南郷小学校,札幌市白石区本郷通4丁目南3番1号,学級閉鎖,2014/12/16,2014/12/19,,1
札幌市立,南郷小学校,札幌市白石区本郷通4丁目南3番1号,学級閉鎖,2014/12/16,2014/12/19,,1
札幌市立,南郷小学校,札幌市白石区本郷通4丁目南3番1号,学級閉鎖,2014/12/16,2014/12/19,,5
札幌市立,南郷小学校,札幌市白石区本郷通4丁目南3番1号,学級閉鎖,2014/12/17,2014/12/20,,6
札幌市立,南郷小学校,札幌市白石区本郷通4丁目南3番1号,学級閉鎖,2014/12/17,2014/12/20,,5
札幌市立,南郷小学校,札幌市白石区本郷通4丁目南3番1号,学級閉鎖,2014/12/17,2014/12/20,,7
札幌市立,北郷小学校,札幌市白石区北郷4条5丁目1番1号,学級閉鎖,2014/12/16,2014/12/18,,3
札幌市立,北郷小学校,札幌市白石区北郷4条5丁目1番1号,学級閉鎖,2014/12/17,2014/12/19,,1
札幌市立,北郷小学校,札幌市白石区北郷4条5丁目1番1号,学級閉鎖,2014/12/17,2014/12/19,,1
札幌市立,北都小学校,札幌市白石区北郷3条11丁目,学年閉鎖,2014/12/16,2014/12/18,,1
札幌市立,北都小学校,札幌市白石区北郷3条11丁目,学級閉鎖,2014/12/16,2014/12/18,,2
札幌市立,北都小学校,札幌市白石区北郷3条11丁目,学年閉鎖,2014/12/16,2014/12/18,,3
札幌市立,北都小学校,札幌市白石区北郷3条11丁目,学級閉鎖,2014/12/16,2014/12/18,,4
札幌市立,北都小学校,札幌市白石区北郷3条11丁目,学級閉鎖,2014/12/16,2014/12/18,,4
札幌市立,北都小学校,札幌市白石区北郷3条11丁目,学級閉鎖,2014/12/16,2014/12/18,,5
札幌市立,北都小学校,札幌市白石区北郷3条11丁目,学級閉鎖,2014/12/17,2014/12/19,,5
札幌市立,幌東小学校,札幌市白石区菊水6条3丁目,学年閉鎖,2014/12/16,2014/12/19,,1
